No,no_focal,date,subject,time,activity,TG,Groomer,Groomee
16492,B54,2019/10/18,Kit,84,G,G,Kit,Kil
16493,B54,2019/10/18,Kit,85,G,G,Kit,Kil
16494,B54,2019/10/18,Kit,86,G,G,Kit,Cur
16495,B54,2019/10/18,Kit,87,G,G,Kit,Cur
16496,B54,2019/10/18,Kit,88,G,G,Kit,In
16497,B54,2019/10/18,Kit,89,R,G,NA,NA
16498,B54,2019/10/18,Kit,90,G,G,Kit,In
16499,B54,2019/10/18,Kit,91,M,G,NA,NA
16500,B54,2019/10/18,Kit,92,F,G,NA,NA
16501,B55,2019/10/18,Kun,0,F,G,NA,NA
16502,B55,2019/10/18,Kun,1,R,G,NA,NA
16503,B55,2019/10/18,Kun,2,F,G,NA,NA
16504,B55,2019/10/18,Kun,3,R,T,NA,NA
16505,B55,2019/10/18,Kun,4,R,T,NA,NA
16506,B55,2019/10/18,Kun,5,R,T,NA,NA
16507,B55,2019/10/18,Kun,6,M,T,NA,NA
16508,B55,2019/10/18,Kun,7,G,T,Kun,Kari
16509,B55,2019/10/18,Kun,8,G,T,Kun,Kari
16510,B55,2019/10/18,Kun,9,G,T,Kun,Kari
16511,B55,2019/10/18,Kun,10,G,T,Kari,Kun
16512,B55,2019/10/18,Kun,11,R,T,NA,NA
16513,B55,2019/10/18,Kun,12,G,T,Kun,Kari
16514,B55,2019/10/18,Kun,13,G,T,Kun,Kari
16515,B55,2019/10/18,Kun,14,G,T,Kun,Kari
16516,B55,2019/10/18,Kun,15,R,T,NA,NA
16517,B55,2019/10/18,Kun,16,G,T,Kun,Kari
16518,B55,2019/10/18,Kun,17,R,T,NA,NA
16519,B55,2019/10/18,Kun,18,O,T,NA,NA
16520,B55,2019/10/18,Kun,19,G,T,Kun,Koh
16521,B55,2019/10/18,Kun,20,G,T,Kun,Koh
16522,B55,2019/10/18,Kun,21,R,T,NA,NA
16523,B55,2019/10/18,Kun,22,R,T,NA,NA
16524,B55,2019/10/18,Kun,23,M,T,NA,NA
16525,B55,2019/10/18,Kun,24,F,T,NA,NA
16526,B55,2019/10/18,Kun,25,M,T,NA,NA
16527,B55,2019/10/18,Kun,26,F,T,NA,NA
16528,B55,2019/10/18,Kun,27,M,T,NA,NA
16529,B55,2019/10/18,Kun,28,G,T,Mif,Kun
16530,B55,2019/10/18,Kun,29,G,T,Mif,Kun
16531,B55,2019/10/18,Kun,30,R,T,NA,NA
16532,B55,2019/10/18,Kun,31,F,T,NA,NA
16533,B55,2019/10/18,Kun,32,F,T,NA,NA
16534,B55,2019/10/18,Kun,33,F,T,NA,NA
16535,B55,2019/10/18,Kun,34,F,T,NA,NA
16536,B55,2019/10/18,Kun,35,F,T,NA,NA
16537,B55,2019/10/18,Kun,36,R,T,NA,NA
16538,B55,2019/10/18,Kun,37,M,G,NA,NA
16539,B55,2019/10/18,Kun,38,R,G,NA,NA
16540,B55,2019/10/18,Kun,39,R,G,NA,NA
16541,B55,2019/10/18,Kun,40,R,G,NA,NA
16542,B55,2019/10/18,Kun,41,M,G,NA,NA
16543,B55,2019/10/18,Kun,42,R,G,NA,NA
16544,B55,2019/10/18,Kun,43,M,T,NA,NA
16545,B55,2019/10/18,Kun,44,F,T,NA,NA
16546,B55,2019/10/18,Kun,45,F,T,NA,NA
16547,B55,2019/10/18,Kun,46,F,T,NA,NA
16548,B55,2019/10/18,Kun,47,F,T,NA,NA
16549,B55,2019/10/18,Kun,48,F,T,NA,NA
16550,B55,2019/10/18,Kun,49,F,T,NA,NA
16551,B55,2019/10/18,Kun,50,F,T,NA,NA
16552,B55,2019/10/18,Kun,51,F,T,NA,NA
16553,B55,2019/10/18,Kun,52,F,T,NA,NA
16554,B55,2019/10/18,Kun,53,F,T,NA,NA
16555,B55,2019/10/18,Kun,54,F,T,NA,NA
16556,B55,2019/10/18,Kun,55,F,T,NA,NA
16557,B55,2019/10/18,Kun,56,F,T,NA,NA
16558,B55,2019/10/18,Kun,57,F,T,NA,NA
16559,B55,2019/10/18,Kun,58,F,T,NA,NA
16560,B55,2019/10/18,Kun,59,F,T,NA,NA
16561,B55,2019/10/18,Kun,60,F,T,NA,NA
16562,B55,2019/10/18,Kun,61,F,T,NA,NA
16563,B55,2019/10/18,Kun,62,F,T,NA,NA
16564,B55,2019/10/18,Kun,63,F,T,NA,NA
16565,B55,2019/10/18,Kun,64,F,T,NA,NA
16566,B55,2019/10/18,Kun,65,F,T,NA,NA
16567,B55,2019/10/18,Kun,66,F,T,NA,NA
16568,B55,2019/10/18,Kun,67,F,T,NA,NA
16569,B55,2019/10/18,Kun,68,F,T,NA,NA
16570,B55,2019/10/18,Kun,69,F,T,NA,NA
16571,B55,2019/10/18,Kun,70,F,T,NA,NA
16572,B55,2019/10/18,Kun,71,F,T,NA,NA
16573,B55,2019/10/18,Kun,72,F,T,NA,NA
16574,B55,2019/10/18,Kun,73,F,T,NA,NA
16575,B55,2019/10/18,Kun,74,F,T,NA,NA
16576,B55,2019/10/18,Kun,75,F,T,NA,NA
16577,B55,2019/10/18,Kun,76,F,T,NA,NA
16578,B55,2019/10/18,Kun,77,F,T,NA,NA
16579,B55,2019/10/18,Kun,78,F,T,NA,NA
16580,B55,2019/10/18,Kun,79,F,T,NA,NA
16581,B55,2019/10/18,Kun,80,F,T,NA,NA
16582,B55,2019/10/18,Kun,81,F,T,NA,NA
16583,B55,2019/10/18,Kun,82,F,T,NA,NA
16584,B55,2019/10/18,Kun,83,F,T,NA,NA
16585,B55,2019/10/18,Kun,84,F,T,NA,NA
16586,B55,2019/10/18,Kun,85,F,T,NA,NA
16587,B55,2019/10/18,Kun,86,F,T,NA,NA
16588,B55,2019/10/18,Kun,87,F,T,NA,NA
16589,B55,2019/10/18,Kun,88,F,T,NA,NA
16590,B55,2019/10/18,Kun,89,F,T,NA,NA
16591,B55,2019/10/18,Kun,90,F,T,NA,NA
16592,B56,2019/10/23,Koh,0,G,G,Koh,Kant
16593,B56,2019/10/23,Koh,1,G,G,Koh,Kant
16594,B56,2019/10/23,Koh,2,G,G,Koh,Kant
16595,B56,2019/10/23,Koh,3,G,G,Koh,Kant
16596,B56,2019/10/23,Koh,4,G,G,Koh,Kant
16597,B56,2019/10/23,Koh,5,G,G,Koh,Kant
16598,B56,2019/10/23,Koh,6,G,G,Koh,Kant
16599,B56,2019/10/23,Koh,7,G,G,Koh,Kant
16600,B56,2019/10/23,Koh,8,G,G,Koh,Kant
16601,B56,2019/10/23,Koh,9,G,G,Koh,Kant
16602,B56,2019/10/23,Koh,10,R,G,NA,NA
16603,B56,2019/10/23,Koh,11,G,G,Koh,Kant
16604,B56,2019/10/23,Koh,12,G,G,Koh,Kant
16605,B56,2019/10/23,Koh,13,G,G,Koh,Kant
16606,B56,2019/10/23,Koh,14,G,G,Koh,Kant
16607,B56,2019/10/23,Koh,15,G,G,Koh,Kant
16608,B56,2019/10/23,Koh,16,G,G,Koh,Kant
16609,B56,2019/10/23,Koh,17,G,G,Koh,Kun
16610,B56,2019/10/23,Koh,18,G,G,Koh,Kant
16611,B56,2019/10/23,Koh,19,M,G,NA,NA
16612,B56,2019/10/23,Koh,20,F,G,NA,NA
16613,B56,2019/10/23,Koh,21,F,G,NA,NA
16614,B56,2019/10/23,Koh,22,F,G,NA,NA
16615,B56,2019/10/23,Koh,23,F,G,NA,NA
16616,B56,2019/10/23,Koh,24,M,G,NA,NA
16617,B56,2019/10/23,Koh,25,M,G,NA,NA
16618,B56,2019/10/23,Koh,26,F,G,NA,NA
16619,B56,2019/10/23,Koh,27,F,G,NA,NA
16620,B56,2019/10/23,Koh,28,F,G,NA,NA
16621,B56,2019/10/23,Koh,29,M,G,NA,NA
16622,B56,2019/10/23,Koh,30,R,G,NA,NA
16623,B56,2019/10/23,Koh,31,G,G,Koh,Kant
16624,B56,2019/10/23,Koh,32,F,G,NA,NA
16625,B56,2019/10/23,Koh,33,F,G,NA,NA
16626,B56,2019/10/23,Koh,34,F,G,NA,NA
16627,B56,2019/10/23,Koh,35,F,G,NA,NA
16628,B56,2019/10/23,Koh,36,F,G,NA,NA
16629,B56,2019/10/23,Koh,37,F,G,NA,NA
16630,B56,2019/10/23,Koh,38,F,G,NA,NA
16631,B56,2019/10/23,Koh,39,G,G,Coc,Koh
16632,B56,2019/10/23,Koh,40,G,G,Coc,Koh
16633,B56,2019/10/23,Koh,41,F,G,NA,NA
16634,B56,2019/10/23,Koh,42,F,G,NA,NA
16635,B56,2019/10/23,Koh,43,F,G,NA,NA
16636,B56,2019/10/23,Koh,44,F,G,NA,NA
16637,B56,2019/10/23,Koh,45,F,G,NA,NA
16638,B56,2019/10/23,Koh,46,F,G,NA,NA
16639,B56,2019/10/23,Koh,47,F,G,NA,NA
16640,B56,2019/10/23,Koh,48,M,G,NA,NA
16641,B56,2019/10/23,Koh,49,F,G,NA,NA
16642,B56,2019/10/23,Koh,50,F,G,NA,NA
16643,B56,2019/10/23,Koh,51,G,G,Kor,Koh
16644,B56,2019/10/23,Koh,52,G,G,Koh,Kor
16645,B56,2019/10/23,Koh,53,G,G,Koh,Kor
16646,B56,2019/10/23,Koh,54,M,G,NA,NA
16647,B56,2019/10/23,Koh,55,F,G,NA,NA
16648,B56,2019/10/23,Koh,56,F,G,NA,NA
16649,B56,2019/10/23,Koh,57,G,G,Koh,Kari
16650,B56,2019/10/23,Koh,58,G,G,Koh,Kari
16651,B56,2019/10/23,Koh,59,G,G,Koh,Kor
16652,B56,2019/10/23,Koh,60,G,G,Koh,Kor
16653,B56,2019/10/23,Koh,61,G,G,Koh,Kant
16654,B56,2019/10/23,Koh,62,G,G,Koh,Kant
16655,B56,2019/10/23,Koh,63,G,G,Kil,Koh
16656,B56,2019/10/23,Koh,64,G,G,Koh,Kil
16657,B56,2019/10/23,Koh,65,G,G,Koh,Kil
16658,B56,2019/10/23,Koh,66,G,G,Koh,Kil
16659,B56,2019/10/23,Koh,67,G,G,Kil,Koh
16660,B56,2019/10/23,Koh,68,G,G,Koh,Kil
16661,B56,2019/10/23,Koh,69,G,G,Koh,Kil
16662,B56,2019/10/23,Koh,70,G,G,Koh,Kil
16663,B56,2019/10/23,Koh,71,R,G,NA,NA
16664,B56,2019/10/23,Koh,72,G,G,Kil,Koh
16665,B56,2019/10/23,Koh,73,G,G,Koh,Kil
16666,B56,2019/10/23,Koh,74,G,G,Koh,Kil
16667,B56,2019/10/23,Koh,75,M,G,NA,NA
16668,B56,2019/10/23,Koh,76,M,G,NA,NA
16669,B56,2019/10/23,Koh,77,F,G,NA,NA
16670,B56,2019/10/23,Koh,78,F,G,NA,NA
16671,B56,2019/10/23,Koh,79,F,G,NA,NA
16672,B56,2019/10/23,Koh,80,M,G,NA,NA
16673,B56,2019/10/23,Koh,81,F,G,NA,NA
16674,B56,2019/10/23,Koh,82,F,G,NA,NA
16675,B56,2019/10/23,Koh,83,F,G,NA,NA
16676,B56,2019/10/23,Koh,84,F,G,NA,NA
16677,B56,2019/10/23,Koh,85,F,G,NA,NA
16678,B56,2019/10/23,Koh,86,M,G,NA,NA
16679,B56,2019/10/23,Koh,87,F,G,NA,NA
16680,B56,2019/10/23,Koh,88,F,G,NA,NA
16681,B56,2019/10/23,Koh,89,M,G,NA,NA
16682,B56,2019/10/23,Koh,90,F,G,NA,NA
16683,B57,2019/10/23,Ako,0,R,G,NA,NA
16684,B57,2019/10/23,Ako,1,R,G,NA,NA
16685,B57,2019/10/23,Ako,2,R,G,NA,NA
16686,B57,2019/10/23,Ako,3,R,T,NA,NA
16687,B57,2019/10/23,Ako,4,R,G,NA,NA
16688,B57,2019/10/23,Ako,5,M,G,NA,NA
16689,B57,2019/10/23,Ako,6,M,T,NA,NA
16690,B57,2019/10/23,Ako,7,F,T,NA,NA
16691,B57,2019/10/23,Ako,8,F,T,NA,NA
16692,B57,2019/10/23,Ako,9,F,T,NA,NA
16693,B57,2019/10/23,Ako,10,F,T,NA,NA
16694,B57,2019/10/23,Ako,11,F,T,NA,NA
16695,B57,2019/10/23,Ako,12,F,T,NA,NA
16696,B57,2019/10/23,Ako,13,R,T,NA,NA
16697,B57,2019/10/23,Ako,14,R,T,NA,NA
16698,B57,2019/10/23,Ako,15,R,T,NA,NA
16699,B57,2019/10/23,Ako,16,R,T,NA,NA
16700,B57,2019/10/23,Ako,17,R,T,NA,NA
16701,B57,2019/10/23,Ako,18,R,T,NA,NA
16702,B57,2019/10/23,Ako,19,R,T,NA,NA
16703,B57,2019/10/23,Ako,20,R,T,NA,NA
16704,B57,2019/10/23,Ako,21,F,T,NA,NA
16705,B57,2019/10/23,Ako,22,F,T,NA,NA
16706,B57,2019/10/23,Ako,23,F,T,NA,NA
16707,B57,2019/10/23,Ako,24,F,T,NA,NA
16708,B57,2019/10/23,Ako,25,R,T,NA,NA
16709,B57,2019/10/23,Ako,26,R,T,NA,NA
16710,B57,2019/10/23,Ako,27,R,T,NA,NA
16711,B57,2019/10/23,Ako,28,R,T,NA,NA
16712,B57,2019/10/23,Ako,29,R,T,NA,NA
16713,B57,2019/10/23,Ako,30,M,T,NA,NA
16714,B57,2019/10/23,Ako,31,M,T,NA,NA
16715,B57,2019/10/23,Ako,32,M,G,NA,NA
16716,B57,2019/10/23,Ako,33,R,G,NA,NA
16717,B57,2019/10/23,Ako,34,M,G,NA,NA
16718,B57,2019/10/23,Ako,35,R,G,NA,NA
16719,B57,2019/10/23,Ako,36,R,G,NA,NA
16720,B57,2019/10/23,Ako,37,R,T,NA,NA
16721,B57,2019/10/23,Ako,38,R,G,NA,NA
16722,B57,2019/10/23,Ako,39,M,G,NA,NA
16723,B57,2019/10/23,Ako,40,R,G,NA,NA
16724,B57,2019/10/23,Ako,41,R,G,NA,NA
16725,B57,2019/10/23,Ako,42,R,G,NA,NA
16726,B57,2019/10/23,Ako,43,M,G,NA,NA
16727,B57,2019/10/23,Ako,44,R,G,NA,NA
16728,B57,2019/10/23,Ako,45,R,G,NA,NA
16729,B57,2019/10/23,Ako,46,R,G,NA,NA
16730,B57,2019/10/23,Ako,47,R,G,NA,NA
16731,B57,2019/10/23,Ako,48,R,G,NA,NA
16732,B57,2019/10/23,Ako,49,R,G,NA,NA
16733,B57,2019/10/23,Ako,50,R,G,NA,NA
16734,B57,2019/10/23,Ako,51,R,T,NA,NA
16735,B57,2019/10/23,Ako,52,M,T,NA,NA
16736,B57,2019/10/23,Ako,53,F,T,NA,NA
16737,B57,2019/10/23,Ako,54,M,T,NA,NA
16738,B57,2019/10/23,Ako,55,R,T,NA,NA
16739,B57,2019/10/23,Ako,56,M,T,NA,NA
16740,B57,2019/10/23,Ako,57,F,T,NA,NA
16741,B57,2019/10/23,Ako,58,F,T,NA,NA
16742,B57,2019/10/23,Ako,59,F,T,NA,NA
16743,B57,2019/10/23,Ako,60,F,T,NA,NA
16744,B57,2019/10/23,Ako,61,R,T,NA,NA
16745,B57,2019/10/23,Ako,62,M,T,NA,NA
16746,B57,2019/10/23,Ako,63,F,T,NA,NA
16747,B57,2019/10/23,Ako,64,F,T,NA,NA
16748,B57,2019/10/23,Ako,65,F,T,NA,NA
16749,B57,2019/10/23,Ako,66,R,T,NA,NA
16750,B57,2019/10/23,Ako,67,M,T,NA,NA
16751,B57,2019/10/23,Ako,68,F,T,NA,NA
16752,B57,2019/10/23,Ako,69,M,T,NA,NA
16753,B57,2019/10/23,Ako,70,M,G,NA,NA
16754,B57,2019/10/23,Ako,71,M,G,NA,NA
16755,B57,2019/10/23,Ako,72,F,G,NA,NA
16756,B57,2019/10/23,Ako,73,F,G,NA,NA
16757,B57,2019/10/23,Ako,74,F,G,NA,NA
16758,B57,2019/10/23,Ako,75,F,G,NA,NA
16759,B57,2019/10/23,Ako,76,F,G,NA,NA
16760,B57,2019/10/23,Ako,77,F,G,NA,NA
16761,B57,2019/10/23,Ako,78,R,G,NA,NA
16762,B57,2019/10/23,Ako,79,R,G,NA,NA
16763,B57,2019/10/23,Ako,80,M,G,NA,NA
16764,B57,2019/10/23,Ako,81,R,G,NA,NA
16765,B57,2019/10/23,Ako,82,R,G,NA,NA
16766,B57,2019/10/23,Ako,83,R,G,NA,NA
16767,B57,2019/10/23,Ako,84,R,G,NA,NA
16768,B57,2019/10/23,Ako,85,R,G,NA,NA
16769,B57,2019/10/23,Ako,86,O,G,NA,NA
16770,B57,2019/10/23,Ako,87,R,G,NA,NA
16771,B57,2019/10/23,Ako,88,R,G,NA,NA
16772,B57,2019/10/23,Ako,89,R,G,NA,NA
16773,B57,2019/10/23,Ako,90,R,G,NA,NA
16774,B57,2019/10/23,Ako,91,M,G,NA,NA
16775,B57,2019/10/23,Ako,92,R,G,NA,NA
16776,B57,2019/10/23,Ako,93,M,G,NA,NA
16777,B57,2019/10/23,Ako,94,M,G,NA,NA
16778,B58,2019/10/24,Hen,0,F,G,NA,NA
16779,B58,2019/10/24,Hen,1,F,G,NA,NA
16780,B58,2019/10/24,Hen,2,F,G,NA,NA
16781,B58,2019/10/24,Hen,3,F,G,NA,NA
16782,B58,2019/10/24,Hen,4,F,G,NA,NA
16783,B58,2019/10/24,Hen,5,F,G,NA,NA
16784,B58,2019/10/24,Hen,6,F,G,NA,NA
16785,B58,2019/10/24,Hen,7,F,G,NA,NA
16786,B58,2019/10/24,Hen,8,F,G,NA,NA
16787,B58,2019/10/24,Hen,9,F,G,NA,NA
16788,B58,2019/10/24,Hen,10,F,G,NA,NA
16789,B58,2019/10/24,Hen,11,F,G,NA,NA
16790,B58,2019/10/24,Hen,12,M,G,NA,NA
16791,B58,2019/10/24,Hen,13,M,G,NA,NA
16792,B58,2019/10/24,Hen,14,F,G,NA,NA
16793,B58,2019/10/24,Hen,15,F,G,NA,NA
16794,B58,2019/10/24,Hen,16,F,G,NA,NA
16795,B58,2019/10/24,Hen,17,F,G,NA,NA
16796,B58,2019/10/24,Hen,18,F,G,NA,NA
16797,B58,2019/10/24,Hen,19,F,G,NA,NA
16798,B58,2019/10/24,Hen,20,F,G,NA,NA
16799,B58,2019/10/24,Hen,21,F,G,NA,NA
16800,B58,2019/10/24,Hen,22,F,G,NA,NA
16801,B58,2019/10/24,Hen,23,F,G,NA,NA
16802,B58,2019/10/24,Hen,24,F,G,NA,NA
16803,B58,2019/10/24,Hen,25,F,G,NA,NA
16804,B58,2019/10/24,Hen,26,F,G,NA,NA
16805,B58,2019/10/24,Hen,27,F,G,NA,NA
16806,B58,2019/10/24,Hen,28,F,G,NA,NA
16807,B58,2019/10/24,Hen,29,F,G,NA,NA
16808,B58,2019/10/24,Hen,30,F,G,NA,NA
16809,B58,2019/10/24,Hen,31,F,G,NA,NA
16810,B58,2019/10/24,Hen,32,F,G,NA,NA
16811,B58,2019/10/24,Hen,33,F,G,NA,NA
16812,B58,2019/10/24,Hen,34,F,G,NA,NA
16813,B58,2019/10/24,Hen,35,F,G,NA,NA
16814,B58,2019/10/24,Hen,36,F,G,NA,NA
16815,B58,2019/10/24,Hen,37,M,G,NA,NA
16816,B58,2019/10/24,Hen,38,M,G,NA,NA
16817,B58,2019/10/24,Hen,39,F,G,NA,NA
16818,B58,2019/10/24,Hen,40,F,G,NA,NA
16819,B58,2019/10/24,Hen,41,F,G,NA,NA
16820,B58,2019/10/24,Hen,42,F,G,NA,NA
16821,B58,2019/10/24,Hen,43,F,G,NA,NA
16822,B58,2019/10/24,Hen,44,F,G,NA,NA
16823,B58,2019/10/24,Hen,45,F,G,NA,NA
16824,B58,2019/10/24,Hen,46,F,G,NA,NA
16825,B58,2019/10/24,Hen,47,F,G,NA,NA
16826,B58,2019/10/24,Hen,48,F,G,NA,NA
16827,B58,2019/10/24,Hen,49,F,G,NA,NA
16828,B58,2019/10/24,Hen,50,F,G,NA,NA
16829,B58,2019/10/24,Hen,51,M,T,NA,NA
16830,B58,2019/10/24,Hen,52,R,T,NA,NA
16831,B58,2019/10/24,Hen,53,R,T,NA,NA
16832,B58,2019/10/24,Hen,54,M,G,NA,NA
16833,B58,2019/10/24,Hen,55,R,G,NA,NA
16834,B58,2019/10/24,Hen,56,R,G,NA,NA
16835,B58,2019/10/24,Hen,57,M,G,NA,NA
16836,B58,2019/10/24,Hen,58,M,G,NA,NA
16837,B58,2019/10/24,Hen,59,M,G,NA,NA
16838,B58,2019/10/24,Hen,60,M,G,NA,NA
16839,B58,2019/10/24,Hen,61,F,T,NA,NA
16840,B58,2019/10/24,Hen,62,F,T,NA,NA
16841,B58,2019/10/24,Hen,63,F,T,NA,NA
16842,B58,2019/10/24,Hen,64,F,T,NA,NA
16843,B58,2019/10/24,Hen,65,M,T,NA,NA
16844,B58,2019/10/24,Hen,66,M,G,NA,NA
16845,B58,2019/10/24,Hen,67,M,G,NA,NA
16846,B58,2019/10/24,Hen,68,F,T,NA,NA
16847,B58,2019/10/24,Hen,69,F,T,NA,NA
16848,B58,2019/10/24,Hen,70,M,G,NA,NA
16849,B58,2019/10/24,Hen,71,R,T,NA,NA
16850,B58,2019/10/24,Hen,72,F,T,NA,NA
16851,B58,2019/10/24,Hen,73,F,T,NA,NA
16852,B58,2019/10/24,Hen,74,F,T,NA,NA
16853,B58,2019/10/24,Hen,75,F,T,NA,NA
16854,B58,2019/10/24,Hen,76,F,T,NA,NA
16855,B58,2019/10/24,Hen,77,M,T,NA,NA
16856,B58,2019/10/24,Hen,78,M,G,NA,NA
16857,B58,2019/10/24,Hen,79,M,G,NA,NA
16858,B58,2019/10/24,Hen,80,R,G,NA,NA
16859,B58,2019/10/24,Hen,81,R,G,NA,NA
16860,B58,2019/10/24,Hen,82,R,G,NA,NA
16861,B58,2019/10/24,Hen,83,F,G,NA,NA
16862,B58,2019/10/24,Hen,84,F,G,NA,NA
16863,B58,2019/10/24,Hen,85,F,G,NA,NA
16864,B58,2019/10/24,Hen,86,R,G,NA,NA
16865,B58,2019/10/24,Hen,87,R,G,NA,NA
16866,B58,2019/10/24,Hen,88,R,G,NA,NA
16867,B58,2019/10/24,Hen,89,M,G,NA,NA
16868,B58,2019/10/24,Hen,90,M,G,NA,NA
16869,B59,2019/10/24,Ten,0,F,G,NA,NA
16870,B59,2019/10/24,Ten,1,M,T,NA,NA
16871,B59,2019/10/24,Ten,2,F,T,NA,NA
16872,B59,2019/10/24,Ten,3,F,T,NA,NA
16873,B59,2019/10/24,Ten,4,F,T,NA,NA
16874,B59,2019/10/24,Ten,5,F,T,NA,NA
16875,B59,2019/10/24,Ten,6,F,T,NA,NA
16876,B59,2019/10/24,Ten,7,F,T,NA,NA
16877,B59,2019/10/24,Ten,8,F,T,NA,NA
16878,B59,2019/10/24,Ten,9,F,T,NA,NA
16879,B59,2019/10/24,Ten,10,F,T,NA,NA
16880,B59,2019/10/24,Ten,11,F,T,NA,NA
16881,B59,2019/10/24,Ten,12,F,T,NA,NA
16882,B59,2019/10/24,Ten,13,F,T,NA,NA
16883,B59,2019/10/24,Ten,14,F,T,NA,NA
16884,B59,2019/10/24,Ten,15,R,T,NA,NA
16885,B59,2019/10/24,Ten,16,M,G,NA,NA
16886,B59,2019/10/24,Ten,17,M,G,NA,NA
16887,B59,2019/10/24,Ten,18,R,G,NA,NA
16888,B59,2019/10/24,Ten,19,R,G,NA,NA
16889,B59,2019/10/24,Ten,20,G,G,Ntr,Ten
16890,B59,2019/10/24,Ten,21,R,G,NA,NA
16891,B59,2019/10/24,Ten,22,R,G,NA,NA
16892,B59,2019/10/24,Ten,23,F,G,NA,NA
16893,B59,2019/10/24,Ten,24,R,G,NA,NA
16894,B59,2019/10/24,Ten,25,G,G,Ntr,Ten
16895,B59,2019/10/24,Ten,26,G,G,Ntr,Ten
16896,B59,2019/10/24,Ten,27,R,G,NA,NA
16897,B59,2019/10/24,Ten,28,M,G,NA,NA
16898,B59,2019/10/24,Ten,29,F,G,NA,NA
16899,B59,2019/10/24,Ten,30,R,G,NA,NA
16900,B59,2019/10/24,Ten,31,M,G,NA,NA
16901,B59,2019/10/24,Ten,32,M,G,NA,NA
16902,B59,2019/10/24,Ten,33,F,G,NA,NA
16903,B59,2019/10/24,Ten,34,R,G,NA,NA
16904,B59,2019/10/24,Ten,35,F,G,NA,NA
16905,B59,2019/10/24,Ten,36,G,G,Tot,Ten
16906,B59,2019/10/24,Ten,37,G,G,Tot,Ten
16907,B59,2019/10/24,Ten,38,G,G,Tot,Ten
16908,B59,2019/10/24,Ten,39,G,G,Tot,Ten
16909,B59,2019/10/24,Ten,40,F,G,NA,NA
16910,B59,2019/10/24,Ten,41,M,G,NA,NA
16911,B59,2019/10/24,Ten,42,M,G,NA,NA
16912,B59,2019/10/24,Ten,43,M,G,NA,NA
16913,B59,2019/10/24,Ten,44,G,G,Har,Ten
16914,B59,2019/10/24,Ten,45,G,G,Har,Ten
16915,B59,2019/10/24,Ten,46,G,G,Har,Ten
16916,B59,2019/10/24,Ten,47,R,G,NA,NA
16917,B59,2019/10/24,Ten,48,R,G,NA,NA
16918,B59,2019/10/24,Ten,49,G,G,Yu,ten
16919,B59,2019/10/24,Ten,50,G,G,Yu,Ten
16920,B59,2019/10/24,Ten,51,G,G,Ten,Yu
16921,B59,2019/10/24,Ten,52,G,G,Yu,Ten
16922,B59,2019/10/24,Ten,53,G,G,Ten,Yu
16923,B59,2019/10/24,Ten,54,G,G,Ten,Yu
16924,B59,2019/10/24,Ten,55,G,G,Yu,Ten
16925,B59,2019/10/24,Ten,56,R,G,NA,NA
16926,B59,2019/10/24,Ten,57,R,G,NA,NA
16927,B59,2019/10/24,Ten,58,R,G,NA,NA
16928,B59,2019/10/24,Ten,59,R,G,NA,NA
16929,B59,2019/10/24,Ten,60,R,G,NA,NA
16930,B59,2019/10/24,Ten,61,R,G,NA,NA
16931,B59,2019/10/24,Ten,62,R,G,NA,NA
16932,B59,2019/10/24,Ten,63,G,G,Ten,In
16933,B59,2019/10/24,Ten,64,G,G,Ten,In
16934,B59,2019/10/24,Ten,65,G,G,Ten,Yu
16935,B59,2019/10/24,Ten,66,G,G,Ten,Yu
16936,B59,2019/10/24,Ten,67,G,G,Ten,Yu
16937,B59,2019/10/24,Ten,68,G,G,Ten,In
16938,B59,2019/10/24,Ten,69,G,G,Tot,Ten
16939,B59,2019/10/24,Ten,70,R,G,NA,NA
16940,B59,2019/10/24,Ten,71,R,G,NA,NA
16941,B59,2019/10/24,Ten,72,G,G,Ten,Yu
16942,B59,2019/10/24,Ten,73,G,G,Ten,Yu
16943,B59,2019/10/24,Ten,74,R,G,NA,NA
16944,B59,2019/10/24,Ten,75,G,G,Ten,Yu
16945,B59,2019/10/24,Ten,76,G,G,Ten,Yu
16946,B59,2019/10/24,Ten,77,G,G,Ten,Yu
16947,B59,2019/10/24,Ten,78,M,G,NA,NA
16948,B59,2019/10/24,Ten,79,M,G,NA,NA
16949,B59,2019/10/24,Ten,80,F,T,NA,NA
16950,B59,2019/10/24,Ten,81,F,T,NA,NA
16951,B59,2019/10/24,Ten,82,F,T,NA,NA
16952,B59,2019/10/24,Ten,83,F,T,NA,NA
16953,B59,2019/10/24,Ten,84,F,T,NA,NA
16954,B59,2019/10/24,Ten,85,F,T,NA,NA
16955,B59,2019/10/24,Ten,86,F,T,NA,NA
16956,B59,2019/10/24,Ten,87,F,T,NA,NA
16957,B59,2019/10/24,Ten,88,F,T,NA,NA
16958,B59,2019/10/24,Ten,89,F,T,NA,NA
16959,B59,2019/10/24,Ten,90,F,T,NA,NA
16960,B60,2019/10/24,Mik,0,F,G,NA,NA
16961,B60,2019/10/24,Mik,1,F,G,NA,NA
16962,B60,2019/10/24,Mik,2,F,G,NA,NA
16963,B60,2019/10/24,Mik,3,F,G,NA,NA
16964,B60,2019/10/24,Mik,4,F,G,NA,NA
16965,B60,2019/10/24,Mik,5,F,G,NA,NA
16966,B60,2019/10/24,Mik,6,M,G,NA,NA
16967,B60,2019/10/24,Mik,7,R,G,NA,NA
