No,no_focal,date,subject,time,activity,TG,Groomer,Groomee
1,A1,2018/10/8,Tot,0,R,G,NA,NA
2,A1,2018/10/8,Tot,1,R,G,NA,NA
3,A1,2018/10/8,Tot,2,R,G,NA,NA
4,A1,2018/10/8,Tot,3,R,G,NA,NA
5,A1,2018/10/8,Tot,4,R,G,NA,NA
6,A1,2018/10/8,Tot,5,R,G,NA,NA
7,A1,2018/10/8,Tot,6,R,G,NA,NA
8,A1,2018/10/8,Tot,7,R,G,NA,NA
9,A1,2018/10/8,Tot,8,M,G,NA,NA
10,A1,2018/10/8,Tot,9,G,G,Tot,In
11,A1,2018/10/8,Tot,10,G,G,Tot,In
12,A1,2018/10/8,Tot,11,G,G,Tot,J
13,A1,2018/10/8,Tot,12,G,G,Tot,J
14,A1,2018/10/8,Tot,13,F,G,NA,NA
15,A1,2018/10/8,Tot,14,G,G,Tot,J
16,A1,2018/10/8,Tot,15,G,G,Tot,J
17,A1,2018/10/8,Tot,16,R,G,NA,NA
18,A1,2018/10/8,Tot,17,R,G,NA,NA
19,A1,2018/10/8,Tot,18,R,G,NA,NA
20,A1,2018/10/8,Tot,19,M,G,NA,NA
21,A1,2018/10/8,Tot,20,F,G,NA,NA
22,A1,2018/10/8,Tot,21,F,T,NA,NA
23,A1,2018/10/8,Tot,22,F,T,NA,NA
24,A1,2018/10/8,Tot,23,F,T,NA,NA
25,A1,2018/10/8,Tot,24,F,T,NA,NA
26,A1,2018/10/8,Tot,25,F,T,NA,NA
27,A1,2018/10/8,Tot,26,F,T,NA,NA
28,A1,2018/10/8,Tot,27,F,T,NA,NA
29,A1,2018/10/8,Tot,28,M,G,NA,NA
30,A1,2018/10/8,Tot,29,R,G,NA,NA
31,A1,2018/10/8,Tot,30,M,G,NA,NA
32,A1,2018/10/8,Tot,31,F,G,NA,NA
33,A1,2018/10/8,Tot,32,M,G,NA,NA
34,A1,2018/10/8,Tot,33,F,G,NA,NA
35,A1,2018/10/8,Tot,34,F,G,NA,NA
36,A1,2018/10/8,Tot,35,R,G,NA,NA
37,A1,2018/10/8,Tot,36,R,G,NA,NA
38,A1,2018/10/8,Tot,37,F,G,NA,NA
39,A1,2018/10/8,Tot,38,M,G,NA,NA
40,A1,2018/10/8,Tot,39,F,G,NA,NA
41,A1,2018/10/8,Tot,40,F,G,NA,NA
42,A1,2018/10/8,Tot,41,F,G,NA,NA
43,A1,2018/10/8,Tot,42,F,G,NA,NA
44,A1,2018/10/8,Tot,43,F,G,NA,NA
45,A1,2018/10/8,Tot,44,F,G,NA,NA
46,A1,2018/10/8,Tot,45,F,G,NA,NA
47,A1,2018/10/8,Tot,46,F,G,NA,NA
48,A1,2018/10/8,Tot,47,F,G,NA,NA
49,A1,2018/10/8,Tot,48,F,G,NA,NA
50,A1,2018/10/8,Tot,49,F,G,NA,NA
51,A1,2018/10/8,Tot,50,F,G,NA,NA
52,A1,2018/10/8,Tot,51,F,G,NA,NA
53,A1,2018/10/8,Tot,52,F,G,NA,NA
54,A1,2018/10/8,Tot,53,F,G,NA,NA
55,A1,2018/10/8,Tot,54,F,G,NA,NA
56,A1,2018/10/8,Tot,55,F,G,NA,NA
57,A1,2018/10/8,Tot,56,F,G,NA,NA
58,A1,2018/10/8,Tot,57,F,G,NA,NA
59,A1,2018/10/8,Tot,58,F,G,NA,NA
60,A1,2018/10/8,Tot,59,F,G,NA,NA
61,A1,2018/10/8,Tot,60,F,G,NA,NA
62,A1,2018/10/8,Tot,61,F,G,NA,NA
63,A1,2018/10/8,Tot,62,F,G,NA,NA
64,A1,2018/10/8,Tot,63,F,G,NA,NA
65,A1,2018/10/8,Tot,64,F,G,NA,NA
66,A1,2018/10/8,Tot,65,F,G,NA,NA
67,A1,2018/10/8,Tot,66,F,G,NA,NA
68,A1,2018/10/8,Tot,67,F,G,NA,NA
69,A1,2018/10/8,Tot,68,F,G,NA,NA
70,A1,2018/10/8,Tot,69,F,G,NA,NA
71,A1,2018/10/8,Tot,70,F,G,NA,NA
72,A1,2018/10/8,Tot,71,F,G,NA,NA
73,A1,2018/10/8,Tot,72,F,G,NA,NA
74,A1,2018/10/8,Tot,73,F,G,NA,NA
75,A1,2018/10/8,Tot,74,F,G,NA,NA
76,A1,2018/10/8,Tot,75,G,G,Tam,Tot
77,A1,2018/10/8,Tot,76,G,G,Tot,Tam
78,A1,2018/10/8,Tot,77,G,G,Tot,Tam
79,A1,2018/10/8,Tot,78,G,G,Tot,Tam
80,A1,2018/10/8,Tot,79,G,G,Tam,Tot
81,A1,2018/10/8,Tot,80,G,G,Tam,Tot
82,A1,2018/10/8,Tot,81,R,G,NA,NA
83,A1,2018/10/8,Tot,82,G,G,Tot,Tam
84,A1,2018/10/8,Tot,83,G,G,Tot,Tam
85,A1,2018/10/8,Tot,84,G,G,Tot,Tam
86,A1,2018/10/8,Tot,85,G,G,Tot,Tam
87,A1,2018/10/8,Tot,86,R,G,NA,NA
88,A1,2018/10/8,Tot,87,G,G,Tot,Tam
89,A1,2018/10/8,Tot,88,G,G,Tot,Tam
90,A1,2018/10/8,Tot,89,R,G,NA,NA
91,A1,2018/10/8,Tot,90,G,G,Tam,Tot
92,A1,2018/10/8,Tot,91,G,G,Tam,Tot
93,A1,2018/10/8,Tot,92,G,G,Tot,Tam
94,A1,2018/10/8,Tot,93,G,G,Tot,Tam
95,A1,2018/10/8,Tot,94,G,G,Tot,Tam
96,A1,2018/10/8,Tot,95,R,G,NA,NA
97,A1,2018/10/8,Tot,96,G,G,Tot,Tam
98,A1,2018/10/8,Tot,97,G,G,Tot,Tam
99,A1,2018/10/8,Tot,98,G,G,Tot,Tam
100,A1,2018/10/8,Tot,99,G,G,Tot,Tam
101,A1,2018/10/8,Tot,100,G,G,Tot,Tam
102,A1,2018/10/8,Tot,101,G,G,Tam,Tot
103,A1,2018/10/8,Tot,102,G,G,Tam,Tot
104,A1,2018/10/8,Tot,103,R,G,NA,NA
105,A2,2018/10/8,Kor,0,R,G,NA,NA
106,A2,2018/10/8,Kor,1,R,G,NA,NA
107,A2,2018/10/8,Kor,2,R,G,NA,NA
108,A2,2018/10/8,Kor,3,R,G,NA,NA
109,A2,2018/10/8,Kor,4,R,G,NA,NA
110,A2,2018/10/8,Kor,5,R,G,NA,NA
111,A2,2018/10/8,Kor,6,R,G,NA,NA
112,A2,2018/10/8,Kor,7,R,G,NA,NA
113,A2,2018/10/8,Kor,8,R,G,NA,NA
114,A2,2018/10/8,Kor,9,R,G,NA,NA
115,A2,2018/10/8,Kor,10,R,G,NA,NA
116,A2,2018/10/8,Kor,11,R,G,NA,NA
117,A2,2018/10/8,Kor,12,G,G,Kor,TY
118,A2,2018/10/8,Kor,13,G,G,Kor,TY
119,A2,2018/10/8,Kor,14,G,G,Kor,TY
120,A2,2018/10/8,Kor,15,G,G,Kor,TY
121,A2,2018/10/8,Kor,16,G,G,Kor,TY
122,A2,2018/10/8,Kor,17,R,G,NA,NA
123,A2,2018/10/8,Kor,18,R,G,NA,NA
124,A2,2018/10/8,Kor,19,R,G,NA,NA
125,A2,2018/10/8,Kor,20,R,G,NA,NA
126,A2,2018/10/8,Kor,21,R,G,NA,NA
127,A2,2018/10/8,Kor,22,R,G,NA,NA
128,A2,2018/10/8,Kor,23,R,G,NA,NA
129,A2,2018/10/8,Kor,24,G,G,Kor,TY
130,A2,2018/10/8,Kor,25,G,G,Kor,TY
131,A2,2018/10/8,Kor,26,R,G,NA,NA
132,A2,2018/10/8,Kor,27,R,G,NA,NA
133,A2,2018/10/8,Kor,28,R,G,NA,NA
134,A2,2018/10/8,Kor,29,R,G,NA,NA
135,A2,2018/10/8,Kor,30,R,G,NA,NA
136,A2,2018/10/8,Kor,31,R,G,NA,NA
137,A2,2018/10/8,Kor,32,R,G,NA,NA
138,A2,2018/10/8,Kor,33,R,G,NA,NA
139,A2,2018/10/8,Kor,34,R,G,NA,NA
140,A2,2018/10/8,Kor,35,R,G,NA,NA
141,A2,2018/10/8,Kor,36,R,G,NA,NA
142,A2,2018/10/8,Kor,37,R,G,NA,NA
143,A2,2018/10/8,Kor,38,R,G,NA,NA
144,A2,2018/10/8,Kor,39,R,G,NA,NA
145,A2,2018/10/8,Kor,40,R,G,NA,NA
146,A2,2018/10/8,Kor,41,R,G,NA,NA
147,A2,2018/10/8,Kor,42,R,G,NA,NA
148,A2,2018/10/8,Kor,43,R,G,NA,NA
149,A2,2018/10/8,Kor,44,R,G,NA,NA
150,A2,2018/10/8,Kor,45,R,G,NA,NA
151,A2,2018/10/8,Kor,46,R,G,NA,NA
152,A2,2018/10/8,Kor,47,R,G,NA,NA
153,A2,2018/10/8,Kor,48,R,G,NA,NA
154,A2,2018/10/8,Kor,49,R,G,NA,NA
155,A2,2018/10/8,Kor,50,R,T,NA,NA
156,A2,2018/10/8,Kor,51,R,T,NA,NA
157,A2,2018/10/8,Kor,52,R,G,NA,NA
158,A2,2018/10/8,Kor,53,R,G,NA,NA
159,A2,2018/10/8,Kor,54,R,G,NA,NA
160,A2,2018/10/8,Kor,55,R,G,NA,NA
161,A2,2018/10/8,Kor,56,R,G,NA,NA
162,A2,2018/10/8,Kor,57,R,G,NA,NA
163,A2,2018/10/8,Kor,58,R,G,NA,NA
164,A2,2018/10/8,Kor,59,R,G,NA,NA
165,A2,2018/10/8,Kor,60,R,G,NA,NA
166,A2,2018/10/8,Kor,61,R,G,NA,NA
167,A2,2018/10/8,Kor,62,R,G,NA,NA
168,A2,2018/10/8,Kor,63,R,G,NA,NA
169,A2,2018/10/8,Kor,64,R,G,NA,NA
170,A2,2018/10/8,Kor,65,R,G,NA,NA
171,A2,2018/10/8,Kor,66,R,G,NA,NA
172,A2,2018/10/8,Kor,67,R,G,NA,NA
173,A2,2018/10/8,Kor,68,R,G,NA,NA
174,A2,2018/10/8,Kor,69,R,G,NA,NA
175,A2,2018/10/8,Kor,70,R,G,NA,NA
176,A2,2018/10/8,Kor,71,G,G,Kor,TY
177,A2,2018/10/8,Kor,72,G,G,Kor,TY
178,A2,2018/10/8,Kor,73,R,G,NA,NA
179,A2,2018/10/8,Kor,74,M,T,NA,NA
180,A2,2018/10/8,Kor,75,R,G,NA,NA
181,A2,2018/10/8,Kor,76,R,G,NA,NA
182,A2,2018/10/8,Kor,77,R,G,NA,NA
183,A2,2018/10/8,Kor,78,R,G,NA,NA
184,A2,2018/10/8,Kor,79,R,G,NA,NA
185,A2,2018/10/8,Kor,80,R,G,NA,NA
186,A2,2018/10/8,Kor,81,R,G,NA,NA
187,A2,2018/10/8,Kor,82,R,G,NA,NA
188,A2,2018/10/8,Kor,83,R,G,NA,NA
189,A2,2018/10/8,Kor,84,R,G,NA,NA
190,A2,2018/10/8,Kor,85,R,G,NA,NA
191,A2,2018/10/8,Kor,86,R,G,NA,NA
192,A2,2018/10/8,Kor,87,R,G,NA,NA
193,A2,2018/10/8,Kor,88,R,G,NA,NA
194,A2,2018/10/8,Kor,89,R,G,NA,NA
195,A2,2018/10/8,Kor,90,R,G,NA,NA
196,A2,2018/10/8,Kor,91,R,G,NA,NA
197,A2,2018/10/8,Kor,92,R,G,NA,NA
198,A2,2018/10/8,Kor,93,R,G,NA,NA
199,A2,2018/10/8,Kor,94,R,G,NA,NA
200,A2,2018/10/8,Kor,95,R,G,NA,NA
201,A2,2018/10/8,Kor,96,R,G,NA,NA
202,A2,2018/10/8,Kor,97,R,G,NA,NA
203,A2,2018/10/8,Kor,98,R,G,NA,NA
204,A2,2018/10/8,Kor,99,R,G,NA,NA
205,A2,2018/10/8,Kor,100,R,G,NA,NA
206,A2,2018/10/8,Kor,101,R,G,NA,NA
207,A2,2018/10/8,Kor,102,R,G,NA,NA
208,A2,2018/10/8,Kor,103,R,G,NA,NA
209,A2,2018/10/8,Kor,104,R,G,NA,NA
210,A2,2018/10/8,Kor,105,R,G,NA,NA
211,A2,2018/10/8,Kor,106,R,G,NA,NA
212,A2,2018/10/8,Kor,107,R,G,NA,NA
213,A2,2018/10/8,Kor,108,R,G,NA,NA
214,A2,2018/10/8,Kor,109,R,G,NA,NA
215,A2,2018/10/8,Kor,110,R,G,NA,NA
216,A2,2018/10/8,Kor,111,G,G,Kor,TY
217,A2,2018/10/8,Kor,112,G,G,Kor,TY
218,A2,2018/10/8,Kor,113,G,G,Kor,TY
219,A2,2018/10/8,Kor,114,R,G,NA,NA
220,A2,2018/10/8,Kor,115,M,T,NA,NA
221,A2,2018/10/8,Kor,116,R,T,NA,NA
222,A2,2018/10/8,Kor,117,R,T,NA,NA
223,A2,2018/10/8,Kor,118,R,T,NA,NA
224,A2,2018/10/8,Kor,119,R,T,NA,NA
225,A3,2018/10/8,Ako,0,F,G,NA,NA
226,A3,2018/10/8,Ako,1,F,G,NA,NA
227,A3,2018/10/8,Ako,2,F,G,NA,NA
228,A3,2018/10/8,Ako,3,R,G,NA,NA
229,A3,2018/10/8,Ako,4,R,G,NA,NA
230,A3,2018/10/8,Ako,5,R,G,NA,NA
231,A3,2018/10/8,Ako,6,R,G,NA,NA
232,A3,2018/10/8,Ako,7,R,G,NA,NA
233,A3,2018/10/8,Ako,8,R,G,NA,NA
234,A3,2018/10/8,Ako,9,R,G,NA,NA
235,A3,2018/10/8,Ako,10,R,G,NA,NA
236,A3,2018/10/8,Ako,11,R,G,NA,NA
237,A3,2018/10/8,Ako,12,R,G,NA,NA
238,A3,2018/10/8,Ako,13,F,G,NA,NA
239,A3,2018/10/8,Ako,14,F,G,NA,NA
240,A3,2018/10/8,Ako,15,R,G,NA,NA
241,A3,2018/10/8,Ako,16,R,G,NA,NA
242,A3,2018/10/8,Ako,17,R,G,NA,NA
243,A3,2018/10/8,Ako,18,R,G,NA,NA
244,A3,2018/10/8,Ako,19,R,G,NA,NA
245,A3,2018/10/8,Ako,20,R,G,NA,NA
246,A3,2018/10/8,Ako,21,R,G,NA,NA
247,A3,2018/10/8,Ako,22,R,G,NA,NA
248,A3,2018/10/8,Ako,23,R,G,NA,NA
249,A3,2018/10/8,Ako,24,R,G,NA,NA
250,A3,2018/10/8,Ako,25,R,G,NA,NA
251,A3,2018/10/8,Ako,26,R,G,NA,NA
252,A3,2018/10/8,Ako,27,R,G,NA,NA
253,A3,2018/10/8,Ako,28,M,G,NA,NA
254,A3,2018/10/8,Ako,29,R,G,NA,NA
255,A3,2018/10/8,Ako,30,R,G,NA,NA
256,A3,2018/10/8,Ako,31,R,G,NA,NA
257,A3,2018/10/8,Ako,32,R,G,NA,NA
258,A3,2018/10/8,Ako,33,F,G,NA,NA
259,A3,2018/10/8,Ako,34,F,G,NA,NA
260,A3,2018/10/8,Ako,35,F,G,NA,NA
261,A3,2018/10/8,Ako,36,R,G,NA,NA
262,A3,2018/10/8,Ako,37,F,G,NA,NA
263,A3,2018/10/8,Ako,38,F,G,NA,NA
264,A3,2018/10/8,Ako,39,R,G,NA,NA
265,A3,2018/10/8,Ako,40,R,G,NA,NA
266,A3,2018/10/8,Ako,41,R,G,NA,NA
267,A3,2018/10/8,Ako,42,R,G,NA,NA
268,A3,2018/10/8,Ako,43,R,G,NA,NA
269,A3,2018/10/8,Ako,44,R,G,NA,NA
270,A3,2018/10/8,Ako,45,R,G,NA,NA
271,A3,2018/10/8,Ako,46,R,G,NA,NA
272,A3,2018/10/8,Ako,47,R,T,NA,NA
273,A3,2018/10/8,Ako,48,R,T,NA,NA
274,A3,2018/10/8,Ako,49,F,G,NA,NA
275,A3,2018/10/8,Ako,50,F,G,NA,NA
276,A3,2018/10/8,Ako,51,F,G,NA,NA
277,A3,2018/10/8,Ako,52,F,G,NA,NA
278,A3,2018/10/8,Ako,53,F,G,NA,NA
279,A3,2018/10/8,Ako,54,R,G,NA,NA
280,A3,2018/10/8,Ako,55,R,G,NA,NA
281,A3,2018/10/8,Ako,56,R,G,NA,NA
282,A3,2018/10/8,Ako,57,R,G,NA,NA
283,A3,2018/10/8,Ako,58,R,G,NA,NA
284,A3,2018/10/8,Ako,59,R,G,NA,NA
285,A3,2018/10/8,Ako,60,R,G,NA,NA
286,A3,2018/10/8,Ako,61,R,G,NA,NA
287,A3,2018/10/8,Ako,62,R,G,NA,NA
288,A3,2018/10/8,Ako,63,R,G,NA,NA
289,A3,2018/10/8,Ako,64,R,G,NA,NA
290,A3,2018/10/8,Ako,65,R,G,NA,NA
291,A3,2018/10/8,Ako,66,R,G,NA,NA
292,A3,2018/10/8,Ako,67,R,G,NA,NA
293,A3,2018/10/8,Ako,68,R,G,NA,NA
294,A4,2018/10/9,Ten,0,F,G,NA,NA
295,A4,2018/10/9,Ten,1,F,G,NA,NA
296,A4,2018/10/9,Ten,2,F,G,NA,NA
297,A4,2018/10/9,Ten,3,F,G,NA,NA
298,A4,2018/10/9,Ten,4,G,G,Ten,J
299,A4,2018/10/9,Ten,5,F,G,NA,NA
300,A4,2018/10/9,Ten,6,R,G,NA,NA
301,A4,2018/10/9,Ten,7,G,G,Ten,J
302,A4,2018/10/9,Ten,8,G,G,Ten,J
303,A4,2018/10/9,Ten,9,G,G,Ten,J
304,A4,2018/10/9,Ten,10,G,G,Ten,J
305,A4,2018/10/9,Ten,11,G,G,Ten,J
306,A4,2018/10/9,Ten,12,G,G,Ten,J
307,A4,2018/10/9,Ten,13,G,G,Ten,J
308,A4,2018/10/9,Ten,14,G,G,Ten,J
309,A4,2018/10/9,Ten,15,G,G,Ten,J
310,A4,2018/10/9,Ten,16,G,G,Ten,J
311,A4,2018/10/9,Ten,17,G,G,Ten,J
312,A4,2018/10/9,Ten,18,R,G,NA,NA
313,A4,2018/10/9,Ten,19,F,G,NA,NA
314,A4,2018/10/9,Ten,20,F,G,NA,NA
315,A4,2018/10/9,Ten,21,R,G,NA,NA
316,A4,2018/10/9,Ten,22,F,G,NA,NA
317,A4,2018/10/9,Ten,23,F,G,NA,NA
318,A4,2018/10/9,Ten,24,F,G,NA,NA
319,A4,2018/10/9,Ten,25,R,G,NA,NA
320,A4,2018/10/9,Ten,26,R,G,NA,NA
321,A4,2018/10/9,Ten,27,R,G,NA,NA
322,A4,2018/10/9,Ten,28,G,G,Ten,Kur
323,A4,2018/10/9,Ten,29,G,G,Ten,Kur
324,A4,2018/10/9,Ten,30,G,G,Ten,Kur
325,A4,2018/10/9,Ten,31,G,G,Ten,Kur
326,A4,2018/10/9,Ten,32,G,G,Ten,Kur
327,A4,2018/10/9,Ten,33,G,G,Ten,Kur
328,A4,2018/10/9,Ten,34,G,G,Ten,Kil
329,A4,2018/10/9,Ten,35,G,G,Ten,Kil
330,A4,2018/10/9,Ten,36,G,G,Ten,Kil
331,A4,2018/10/9,Ten,37,G,G,Ten,Kil
332,A4,2018/10/9,Ten,38,G,G,Ten,Kil
333,A4,2018/10/9,Ten,39,G,G,Ten,Kil
334,A4,2018/10/9,Ten,40,G,G,Ten,Kil
335,A4,2018/10/9,Ten,41,G,G,Ten,Kil
336,A4,2018/10/9,Ten,42,O,G,NA,NA
337,A4,2018/10/9,Ten,43,G,G,Ten,J
338,A4,2018/10/9,Ten,44,G,G,Ten,J
339,A4,2018/10/9,Ten,45,G,G,Ten,J
340,A4,2018/10/9,Ten,46,G,G,J,Ten
341,A4,2018/10/9,Ten,47,R,G,NA,NA
342,A4,2018/10/9,Ten,48,G,G,Ten,J
343,A4,2018/10/9,Ten,49,R,G,NA,NA
344,A4,2018/10/9,Ten,50,R,G,NA,NA
345,A4,2018/10/9,Ten,51,F,G,NA,NA
346,A4,2018/10/9,Ten,52,F,G,NA,NA
347,A4,2018/10/9,Ten,53,F,G,NA,NA
348,A4,2018/10/9,Ten,54,F,G,NA,NA
349,A4,2018/10/9,Ten,55,F,G,NA,NA
350,A4,2018/10/9,Ten,56,R,G,NA,NA
351,A4,2018/10/9,Ten,57,R,G,NA,NA
352,A4,2018/10/9,Ten,58,F,G,NA,NA
353,A4,2018/10/9,Ten,59,F,G,NA,NA
354,A4,2018/10/9,Ten,60,F,G,NA,NA
355,A4,2018/10/9,Ten,61,F,G,NA,NA
356,A4,2018/10/9,Ten,62,F,G,NA,NA
357,A4,2018/10/9,Ten,63,F,T,NA,NA
358,A4,2018/10/9,Ten,64,F,T,NA,NA
359,A4,2018/10/9,Ten,65,F,T,NA,NA
360,A4,2018/10/9,Ten,66,F,T,NA,NA
361,A4,2018/10/9,Ten,67,F,T,NA,NA
362,A4,2018/10/9,Ten,68,R,T,NA,NA
363,A4,2018/10/9,Ten,69,R,T,NA,NA
364,A4,2018/10/9,Ten,70,R,T,NA,NA
365,A4,2018/10/9,Ten,71,R,T,NA,NA
366,A4,2018/10/9,Ten,72,M,G,NA,NA
367,A4,2018/10/9,Ten,73,R,G,NA,NA
368,A4,2018/10/9,Ten,74,R,G,NA,NA
369,A4,2018/10/9,Ten,75,R,G,NA,NA
370,A4,2018/10/9,Ten,76,F,G,NA,NA
371,A4,2018/10/9,Ten,77,R,G,NA,NA
372,A4,2018/10/9,Ten,78,M,G,NA,NA
373,A4,2018/10/9,Ten,79,M,G,NA,NA
374,A4,2018/10/9,Ten,80,F,G,NA,NA
375,A4,2018/10/9,Ten,81,F,G,NA,NA
376,A4,2018/10/9,Ten,82,R,G,NA,NA
377,A4,2018/10/9,Ten,83,M,G,NA,NA
378,A4,2018/10/9,Ten,84,O,G,NA,NA
379,A4,2018/10/9,Ten,85,R,G,NA,NA
380,A4,2018/10/9,Ten,86,R,G,NA,NA
381,A4,2018/10/9,Ten,87,G,G,Kur,Ten
382,A4,2018/10/9,Ten,88,R,G,NA,NA
383,A4,2018/10/9,Ten,89,R,G,NA,NA
384,A4,2018/10/9,Ten,90,R,G,NA,NA
385,A4,2018/10/9,Ten,91,R,G,NA,NA
386,A4,2018/10/9,Ten,92,R,G,NA,NA
387,A4,2018/10/9,Ten,93,M,G,NA,NA
388,A4,2018/10/9,Ten,94,R,G,NA,NA
389,A4,2018/10/9,Ten,95,G,G,J,Ten
390,A4,2018/10/9,Ten,96,G,G,J,Ten
391,A4,2018/10/9,Ten,97,G,G,J,Ten
392,A4,2018/10/9,Ten,98,G,G,J,Ten
393,A4,2018/10/9,Ten,99,R,G,NA,NA
394,A4,2018/10/9,Ten,100,R,G,NA,NA
395,A4,2018/10/9,Ten,101,R,G,NA,NA
396,A4,2018/10/9,Ten,102,G,G,J,Ten
397,A4,2018/10/9,Ten,103,R,G,NA,NA
398,A4,2018/10/9,Ten,104,R,G,NA,NA
399,A4,2018/10/9,Ten,105,R,G,NA,NA
400,A4,2018/10/9,Ten,106,M,G,NA,NA
401,A4,2018/10/9,Ten,107,O,G,NA,NA
402,A4,2018/10/9,Ten,108,R,G,NA,NA
403,A4,2018/10/9,Ten,109,R,G,NA,NA
404,A4,2018/10/9,Ten,110,O,G,NA,NA
405,A5,2018/10/9,Aka,0,F,G,NA,NA
406,A5,2018/10/9,Aka,1,F,G,NA,NA
407,A5,2018/10/9,Aka,2,F,G,NA,NA
408,A5,2018/10/9,Aka,3,F,G,NA,NA
409,A5,2018/10/9,Aka,4,F,G,NA,NA
410,A5,2018/10/9,Aka,5,F,G,NA,NA
411,A5,2018/10/9,Aka,6,F,G,NA,NA
412,A5,2018/10/9,Aka,7,F,G,NA,NA
413,A5,2018/10/9,Aka,8,F,G,NA,NA
414,A5,2018/10/9,Aka,9,F,G,NA,NA
415,A5,2018/10/9,Aka,10,F,G,NA,NA
416,A5,2018/10/9,Aka,11,F,G,NA,NA
417,A5,2018/10/9,Aka,12,F,G,NA,NA
418,A5,2018/10/9,Aka,13,F,G,NA,NA
419,A5,2018/10/9,Aka,14,F,G,NA,NA
420,A5,2018/10/9,Aka,15,F,G,NA,NA
421,A5,2018/10/9,Aka,16,F,G,NA,NA
422,A5,2018/10/9,Aka,17,F,G,NA,NA
423,A5,2018/10/9,Aka,18,F,G,NA,NA
424,A5,2018/10/9,Aka,19,F,G,NA,NA
425,A5,2018/10/9,Aka,20,F,G,NA,NA
426,A5,2018/10/9,Aka,21,F,G,NA,NA
427,A5,2018/10/9,Aka,22,F,G,NA,NA
428,A5,2018/10/9,Aka,23,F,G,NA,NA
429,A5,2018/10/9,Aka,24,F,G,NA,NA
430,A5,2018/10/9,Aka,25,F,G,NA,NA
431,A5,2018/10/9,Aka,26,F,G,NA,NA
432,A5,2018/10/9,Aka,27,F,G,NA,NA
433,A5,2018/10/9,Aka,28,F,G,NA,NA
434,A5,2018/10/9,Aka,29,F,G,NA,NA
435,A5,2018/10/9,Aka,30,F,G,NA,NA
436,A5,2018/10/9,Aka,31,F,G,NA,NA
437,A5,2018/10/9,Aka,32,F,G,NA,NA
438,A5,2018/10/9,Aka,33,R,G,NA,NA
439,A5,2018/10/9,Aka,34,R,G,NA,NA
440,A5,2018/10/9,Aka,35,R,G,NA,NA
441,A5,2018/10/9,Aka,36,F,G,NA,NA
442,A5,2018/10/9,Aka,37,F,G,NA,NA
443,A5,2018/10/9,Aka,38,F,G,NA,NA
444,A5,2018/10/9,Aka,39,F,G,NA,NA
445,A5,2018/10/9,Aka,40,F,G,NA,NA
446,A5,2018/10/9,Aka,41,F,G,NA,NA
447,A5,2018/10/9,Aka,42,F,G,NA,NA
448,A5,2018/10/9,Aka,43,F,G,NA,NA
449,A5,2018/10/9,Aka,44,F,G,NA,NA
450,A5,2018/10/9,Aka,45,F,G,NA,NA
451,A5,2018/10/9,Aka,46,F,G,NA,NA
452,A5,2018/10/9,Aka,47,F,G,NA,NA
453,A5,2018/10/9,Aka,48,F,G,NA,NA
454,A5,2018/10/9,Aka,49,F,G,NA,NA
455,A5,2018/10/9,Aka,50,F,G,NA,NA
456,A5,2018/10/9,Aka,51,F,G,NA,NA
457,A5,2018/10/9,Aka,52,F,G,NA,NA
458,A5,2018/10/9,Aka,53,M,G,NA,NA
459,A5,2018/10/9,Aka,54,F,T,NA,NA
460,A5,2018/10/9,Aka,55,F,T,NA,NA
461,A5,2018/10/9,Aka,56,F,T,NA,NA
462,A5,2018/10/9,Aka,57,F,T,NA,NA
463,A5,2018/10/9,Aka,58,F,T,NA,NA
464,A5,2018/10/9,Aka,59,F,T,NA,NA
465,A5,2018/10/9,Aka,60,F,T,NA,NA
466,A5,2018/10/9,Aka,61,F,T,NA,NA
467,A6,2018/10/9,Mei,0,R,G,NA,NA
468,A6,2018/10/9,Mei,1,R,G,NA,NA
469,A6,2018/10/9,Mei,2,R,G,NA,NA
470,A6,2018/10/9,Mei,3,R,G,NA,NA
471,A6,2018/10/9,Mei,4,R,G,NA,NA
472,A6,2018/10/9,Mei,5,R,G,NA,NA
473,A6,2018/10/9,Mei,6,R,G,NA,NA
474,A6,2018/10/9,Mei,7,R,G,NA,NA
475,A6,2018/10/9,Mei,8,R,G,NA,NA
476,A6,2018/10/9,Mei,9,R,G,NA,NA
477,A6,2018/10/9,Mei,10,M,T,NA,NA
478,A6,2018/10/9,Mei,11,F,T,NA,NA
479,A6,2018/10/9,Mei,12,F,T,NA,NA
480,A6,2018/10/9,Mei,13,F,T,NA,NA
481,A6,2018/10/9,Mei,14,F,T,NA,NA
482,A6,2018/10/9,Mei,15,F,T,NA,NA
483,A6,2018/10/9,Mei,16,F,T,NA,NA
484,A6,2018/10/9,Mei,17,F,T,NA,NA
485,A6,2018/10/9,Mei,18,F,T,NA,NA
486,A6,2018/10/9,Mei,19,F,T,NA,NA
487,A6,2018/10/9,Mei,20,F,T,NA,NA
488,A6,2018/10/9,Mei,21,F,T,NA,NA
489,A6,2018/10/9,Mei,22,F,T,NA,NA
490,A6,2018/10/9,Mei,23,R,G,NA,NA
491,A6,2018/10/9,Mei,24,R,G,NA,NA
492,A6,2018/10/9,Mei,25,R,G,NA,NA
493,A6,2018/10/9,Mei,26,R,G,NA,NA
494,A6,2018/10/9,Mei,27,R,G,NA,NA
495,A6,2018/10/9,Mei,28,R,G,NA,NA
